,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
366,Tomás Martínez,ar ARG,MFFW,Houston Dynamo,24,1995,11,3,347,3.9,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.1,0.5,0.12,0.02,0.14,0.12,0.14,Matches,cc6cf17f
367,Luís Martins,pt POR,DF,Sporting KC,27,1992,11,9,773,8.6,0,1,0,0,0,1,0,0,0.12,0.12,0,0.12,0.1,0.1,0.9,1,0.01,0.1,0.12,0.01,0.12,Matches,56b7c09b
368,Rónald Matarrita,cr CRC,DFFW,NYCFC,25,1994,21,19,1646,18.3,0,2,0,0,0,2,0,0,0.11,0.11,0,0.11,0.6,0.6,3.8,4.4,0.03,0.21,0.24,0.03,0.24,Matches,491862dd
369,Blaise Matuidi,fr FRA,MF,Inter Miami,32,1987,15,14,1272,14.1,1,0,1,0,0,2,0,0.07,0,0.07,0.07,0.07,0.8,0.8,0.8,1.7,0.06,0.06,0.12,0.06,0.12,Matches,c0cddebe
370,Jimmy Maurer,us USA,GK,FC Dallas,31,1988,16,16,1391,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ca1c6f3d
371,Chris Mavinga,cd COD,DF,Toronto FC,28,1991,19,17,1514,16.8,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0,0.3,0.02,0,0.02,0.02,0.02,Matches,fda36cfb
372,Olivier Mbaizo,cm CMR,DF,Philadelphia,22,1997,14,12,1054,11.7,0,1,0,0,0,4,0,0,0.09,0.09,0,0.09,0.1,0.1,1.1,1.2,0.01,0.09,0.1,0.01,0.1,Matches,f6315619
373,Thomas McCabe,us USA,MF,FC Cincinnati,21,1998,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ecbca580
374,John McCarthy,us USA,GK,Inter Miami,27,1992,8,8,720,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,249362e9
375,Dax McCarty,us USA,MF,Nashville,32,1987,21,19,1677,18.6,1,3,1,0,0,5,0,0.05,0.16,0.21,0.05,0.21,0.6,0.6,2.8,3.3,0.03,0.15,0.18,0.03,0.18,Matches,b74e58c0
376,Mark McKenzie,us USA,DF,Philadelphia,20,1999,22,22,1980,22,2,1,2,0,0,3,0,0.09,0.05,0.14,0.09,0.14,1.7,1.7,0.2,1.9,0.08,0.01,0.08,0.08,0.08,Matches,a5f5d094
377,Jimmy McLaughlin,us USA,DF,FC Cincinnati,26,1993,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b634e2bc
378,Thomas McNamara,us USA,FWMF,Houston Dynamo,28,1991,4,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,0.28,0.12,0.4,0.28,0.4,Matches,ab36595d
379,Thomas McNamara,us USA,MF,New England,28,1991,14,11,859,9.5,0,1,0,0,0,2,0,0,0.1,0.1,0,0.1,0.9,0.9,1.3,2.2,0.09,0.14,0.23,0.09,0.23,Matches,ab36595d
380,Ryan Meara,us USA,GK,NY Red Bulls,29,1990,13,13,1141,12.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,18f0723b
381,Jesús Medina,py PAR,MFFW,NYCFC,22,1997,22,18,1487,16.5,5,2,5,0,0,3,0,0.3,0.12,0.42,0.3,0.42,4.9,4.9,3,8,0.3,0.18,0.48,0.3,0.48,Matches,7c4628c4
382,Álvaro Medrán,es ESP,MF,Chicago Fire,25,1994,23,23,1987,22.1,2,3,2,0,1,5,0,0.09,0.14,0.23,0.09,0.23,2.9,2.1,3.6,5.7,0.13,0.16,0.29,0.1,0.26,Matches,31223bcf
383,Jimmy Medranda,co COL,FW,Nashville,25,1994,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.42,0.22,0.64,0.42,0.64,Matches,6f7ac622
384,Jimmy Medranda,co COL,DFMF,Seattle,25,1994,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6f7ac622
385,Haris Medunjanin,ba BIH,MF,FC Cincinnati,34,1985,21,19,1729,19.2,1,1,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1,0.3,0.3,3.6,3.8,0.01,0.19,0.2,0.01,0.2,Matches,de5d5d41
386,Phelipe Megiolaro,br BRA,GK,FC Dallas,20,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,73aaa27d
387,Tim Melia,us USA,GK,Sporting KC,33,1986,20,20,1783,19.8,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,Matches,cc741f50
388,Jhegson Méndez,ec ECU,MF,Orlando City,22,1997,19,11,1088,12.1,0,0,0,0,0,5,1,0,0,0,0,0,1.4,1.4,0.2,1.6,0.12,0.02,0.14,0.12,0.14,Matches,db0c5324
389,Jonathan Mensah,gh GHA,DF,Columbus Crew,29,1990,23,23,2070,23,0,0,0,0,0,4,0,0,0,0,0,0,0.7,0.7,0,0.7,0.03,0,0.03,0.03,0.03,Matches,8087e6cb
390,Justin Meram,iq IRQ,FWMF,Real Salt Lake,31,1988,21,13,1144,12.7,3,3,3,0,0,1,0,0.24,0.24,0.47,0.24,0.47,1.8,1.8,2.3,4.1,0.14,0.18,0.32,0.14,0.32,Matches,ae34c71d
391,Bryan Meredith,us USA,GK,Vancouver,30,1989,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e224e90f
392,Romain Métanire,mg MAD,DF,Minnesota Utd,29,1990,20,20,1785,19.8,0,3,0,0,0,5,1,0,0.15,0.15,0,0.15,0.4,0.4,2,2.4,0.02,0.1,0.12,0.02,0.12,Matches,0fb21da9
393,Patrick Metcalfe,ca CAN,MF,Vancouver,21,1998,7,2,204,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.02,0.02,0,0.02,Matches,427e3820
394,Fernando Meza,ar ARG,DF,Atlanta Utd,29,1990,13,13,1072,11.9,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.2,0.02,0,0.02,0.02,0.02,Matches,2c24fe94
395,Nicolás Mezquida,uy URU,MFFW,Colorado Rapids,28,1992,17,2,475,5.3,1,1,1,0,0,1,0,0.19,0.19,0.38,0.19,0.38,2.5,2.5,0.8,3.3,0.47,0.16,0.63,0.47,0.63,Matches,00b629e1
396,Benji Michel,us USA,FWMF,Orlando City,22,1997,21,8,842,9.4,5,2,5,0,0,2,0,0.53,0.21,0.75,0.53,0.75,3.3,3.3,2.7,5.9,0.35,0.28,0.63,0.35,0.63,Matches,151ca25f
397,Djordje Mihailovic,us USA,MFFW,Chicago Fire,21,1998,20,14,1166,13,2,7,2,0,0,1,0,0.15,0.54,0.69,0.15,0.69,4,4,3.3,7.2,0.31,0.25,0.56,0.31,0.56,Matches,83cf9719
398,Manuel Milinkovi?,rs SRB,MFFW,Vancouver,25,1994,16,11,897,10,1,4,1,0,0,0,0,0.1,0.4,0.5,0.1,0.5,1,1,2,3,0.1,0.21,0.3,0.1,0.3,Matches,24bc0090
399,Eric Miller,us USA,DF,Nashville,27,1993,6,5,436,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0,0.02,0.02,0.02,Matches,c0593f5d
400,Kamal Miller,ca CAN,DF,Orlando City,22,1997,12,9,806,9,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01,Matches,0646bd8a
401,Tyler Miller,us USA,GK,Minnesota Utd,26,1993,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7827a6b3
402,Ben Mines,us USA,MFFW,NY Red Bulls,19,2000,5,1,175,1.9,1,1,1,0,0,0,0,0.51,0.51,1.03,0.51,1.03,0.6,0.6,0.6,1.1,0.28,0.3,0.59,0.28,0.59,Matches,a3c6fd0e
403,Alexandru Mitri??,ro ROU,MFFW,NYCFC,24,1995,12,8,698,7.8,4,2,4,0,0,0,0,0.52,0.26,0.77,0.52,0.77,1.5,1.5,1.5,3,0.19,0.19,0.39,0.19,0.39,Matches,49db4b16
404,Youness Mokhtar,ma MAR,FWMF,Columbus Crew,28,1991,19,10,805,8.9,3,1,3,0,0,1,0,0.34,0.11,0.45,0.34,0.45,2.4,2.4,1.5,3.8,0.26,0.16,0.43,0.26,0.43,Matches,dac48f63
405,Kamohelo Mokotjo,za RSA,MF,FC Cincinnati,28,1991,9,6,549,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.02,0.02,0,0.02,Matches,7832f692
406,Kevin Molino,tt TRI,FWMF,Minnesota Utd,29,1990,18,15,1259,14,9,2,8,1,1,0,0,0.64,0.14,0.79,0.57,0.71,5.1,4.3,1.5,5.8,0.36,0.11,0.47,0.31,0.42,Matches,371645ca
407,Mohamed El Monir,ly LBY,DF,Los Angeles FC,27,1992,12,4,605,6.7,1,1,1,0,0,2,0,0.15,0.15,0.3,0.15,0.3,0.5,0.5,2,2.5,0.08,0.29,0.37,0.08,0.37,Matches,2aa8fc33
408,Jamiro Monteiro,cv CPV,MF,Philadelphia,26,1993,22,22,1939,21.5,3,3,2,1,1,6,0,0.14,0.14,0.28,0.09,0.23,3.4,2.7,3,5.6,0.16,0.14,0.3,0.12,0.26,Matches,d384bddd
409,Fredy Montero,co COL,FW,Vancouver,32,1987,16,11,1059,11.8,5,2,3,2,2,2,0,0.42,0.17,0.59,0.25,0.42,5.3,3.8,2,5.8,0.45,0.17,0.62,0.32,0.49,Matches,bc5b5be5
410,Drew Moor,us USA,DF,Colorado Rapids,36,1984,8,5,490,5.4,1,0,1,0,0,2,0,0.18,0,0.18,0.18,0.18,0.5,0.5,0,0.6,0.1,0,0.1,0.1,0.1,Matches,220cf869
411,Felipe Mora,cl CHI,FW,Portland Timbers,26,1993,19,13,1203,13.4,7,2,7,0,0,0,0,0.52,0.15,0.67,0.52,0.67,5.8,5.8,1.6,7.3,0.43,0.12,0.55,0.43,0.55,Matches,f4b0ea46
412,Joseph Mora,cr CRC,DF,D.C. United,27,1993,21,19,1582,17.6,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.6,0.8,0.01,0.03,0.04,0.01,0.04,Matches,2af71023
413,Maximiliano Moralez,ar ARG,MFFW,NYCFC,32,1987,13,10,872,9.7,1,4,1,0,0,0,0,0.1,0.41,0.52,0.1,0.52,1,1,2.3,3.3,0.11,0.24,0.34,0.11,0.34,Matches,f99f37fc
414,Jorge Moreira,py PAR,DF,Portland Timbers,29,1990,1,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.08,0,0.08,0.08,0.08,Matches,452256d3
415,Junior Moreno,ve VEN,MF,D.C. United,26,1993,20,20,1719,19.1,0,1,0,0,0,6,1,0,0.05,0.05,0,0.05,0.5,0.5,0.7,1.1,0.02,0.03,0.06,0.02,0.06,Matches,5dcb4ac4
416,Marcelino Moreno,ar ARG,MFFW,Atlanta Utd,25,1994,6,5,463,5.1,2,1,0,2,2,0,0,0.39,0.19,0.58,0,0.19,2,0.5,0.6,1,0.38,0.11,0.5,0.09,0.2,Matches,058c938c
417,Lewis Morgan,sct SCO,FWMF,Inter Miami,23,1996,23,23,1941,21.6,5,5,4,1,1,1,0,0.23,0.23,0.46,0.19,0.42,4,3.2,7.1,10.3,0.18,0.33,0.51,0.15,0.48,Matches,b675e328
418,Aidan Morris,us USA,MF,Columbus Crew,18,2001,10,2,366,4.1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches,3778339c
419,Jordan Morris,us USA,FW,Seattle,25,1994,22,18,1718,19.1,10,7,10,0,0,1,0,0.52,0.37,0.89,0.52,0.89,9.3,9.3,5.8,15.2,0.49,0.3,0.79,0.49,0.79,Matches,bd298d0d
420,Justin Morrow,us USA,DF,Toronto FC,32,1987,15,11,959,10.7,0,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0.5,1.2,0.06,0.05,0.11,0.06,0.11,Matches,0bee5512
421,João Moutinho,pt POR,DF,Orlando City,22,1998,8,8,682,7.6,0,2,0,0,0,4,0,0,0.26,0.26,0,0.26,0.5,0.5,0.8,1.3,0.07,0.1,0.17,0.07,0.17,Matches,a0aee24e
422,Chris Mueller,us USA,FWMF,Orlando City,23,1996,22,17,1465,16.3,10,6,10,0,0,0,0,0.61,0.37,0.98,0.61,0.98,6.1,6.1,3.4,9.5,0.38,0.21,0.58,0.38,0.58,Matches,a5334099
423,Hany Mukhtar,de GER,MFFW,Nashville,24,1995,15,13,1088,12.1,4,3,4,0,1,0,0,0.33,0.25,0.58,0.33,0.58,3.2,2.5,1.7,4.2,0.27,0.14,0.41,0.2,0.34,Matches,87fe8526
424,Patrick Mullins,us USA,FW,Toronto FC,27,1992,16,4,418,4.6,1,1,1,0,0,1,0,0.22,0.22,0.43,0.22,0.43,0.8,0.8,0.5,1.3,0.18,0.1,0.28,0.18,0.28,Matches,a03a84d3
425,Jake Mulraney,ie IRL,FWDF,Atlanta Utd,23,1996,18,8,710,7.9,1,1,1,0,0,4,1,0.13,0.13,0.25,0.13,0.25,0.9,0.9,0.4,1.3,0.12,0.05,0.17,0.12,0.17,Matches,0f04858e
426,James Musa,nz NZL,DFMF,Minnesota Utd,27,1992,6,2,158,1.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.03,0.03,0,0.03,Matches,e176052e
427,Daniel Musovski,us USA,FW,Los Angeles FC,24,1995,15,6,638,7.1,5,1,5,0,0,0,0,0.71,0.14,0.85,0.71,0.85,2.9,2.9,0.5,3.4,0.41,0.07,0.48,0.41,0.48,Matches,925a2703
428,Alex Muyl,us USA,FWMF,Nashville,24,1995,18,15,1088,12.1,0,2,0,0,0,1,0,0,0.17,0.17,0,0.17,1.5,1.5,1.1,2.6,0.13,0.09,0.22,0.13,0.22,Matches,2c1025bf
429,Alex Muyl,us USA,MF,NY Red Bulls,24,1995,2,0,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,0.49,0.49,0.98,0.49,0.98,Matches,2c1025bf
430,Darlington Nagbe,us USA,MF,Columbus Crew,29,1990,15,14,1195,13.3,1,0,1,0,0,1,0,0.08,0,0.08,0.08,0.08,0.6,0.6,0.3,0.9,0.04,0.03,0.07,0.04,0.07,Matches,6219c704
431,Andy Najar,hn HON,DF,Los Angeles FC,26,1993,8,1,185,2.1,0,1,0,0,0,1,0,0,0.49,0.49,0,0.49,0,0,0.2,0.2,0,0.1,0.1,0,0.1,Matches,f8280175
432,Younes Namli,dk DEN,MFFW,Colorado Rapids,25,1994,17,16,1261,14,2,3,2,0,0,1,0,0.14,0.21,0.36,0.14,0.36,1.1,1.1,2.9,3.9,0.08,0.2,0.28,0.08,0.28,Matches,1a672e2d
433,Nani,pt POR,FWMF,Orlando City,33,1986,19,16,1423,15.8,6,4,5,1,1,3,1,0.38,0.25,0.63,0.32,0.57,4.8,4,4.5,8.5,0.3,0.28,0.58,0.25,0.54,Matches,15e9c7e6
434,Miguel Navarro,ve VEN,DF,Chicago Fire,20,1999,19,10,975,10.8,0,1,0,0,0,1,0,0,0.09,0.09,0,0.09,0.5,0.5,1.7,2.3,0.05,0.16,0.21,0.05,0.21,Matches,3fbff39a
435,Dylan Nealis,us USA,DF,Inter Miami,21,1998,19,10,1107,12.3,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.7,1.2,0.04,0.06,0.1,0.04,0.1,Matches,24f4dd87
436,Sean Nealis,us USA,DF,NY Red Bulls,23,1997,6,5,453,5,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.03,0.01,0.04,0.03,0.04,Matches,8c1b17b3
437,Jayden Nelson,ca CAN,FW,Toronto FC,17,2002,7,1,146,1.6,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0.06,0,0.06,0.06,0.06,Matches,92305a81
438,John Nelson,us USA,DF,FC Dallas,21,1998,11,8,707,7.9,0,1,0,0,0,0,0,0,0.13,0.13,0,0.13,0.1,0.1,0.5,0.5,0.01,0.06,0.07,0.01,0.07,Matches,df8c4d49
439,Krisztián Németh,hu HUN,FW,Columbus Crew,31,1989,4,2,187,2.1,1,0,1,0,0,0,0,0.48,0,0.48,0.48,0.48,0.8,0.8,0,0.8,0.39,0,0.39,0.39,0.39,Matches,e1f5275f
440,Jake Nerwinski,us USA,DF,Vancouver,25,1994,21,18,1698,18.9,2,0,2,0,0,0,0,0.11,0,0.11,0.11,0.11,1.3,1.3,0.4,1.7,0.07,0.02,0.09,0.07,0.09,Matches,2b5801d0
441,Lee Nguyen,us USA,MF,Inter Miami,33,1986,5,0,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.6,0.23,0.32,0.56,0.23,0.56,Matches,35feb4cd
442,Lee Nguyen,us USA,MF,New England,33,1986,12,8,719,8,1,1,0,1,1,2,0,0.13,0.13,0.25,0,0.13,1.3,0.6,2.1,2.7,0.17,0.27,0.44,0.07,0.34,Matches,35feb4cd
443,Sam Nicholson,sct SCO,FWDF,Colorado Rapids,25,1995,2,2,173,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.09,0.05,0.14,0.09,0.14,Matches,8c8ac996
444,Gonzalo Nicolás Martínez,ar ARG,FWMF,Atlanta Utd,26,1993,7,7,588,6.5,2,1,2,0,0,1,0,0.31,0.15,0.46,0.31,0.46,1,1,1.4,2.4,0.15,0.22,0.37,0.15,0.37,Matches,cd00ceea
445,Jaros?aw Niezgoda,pl POL,FW,Portland Timbers,24,1995,17,7,606,6.7,7,1,7,0,0,0,0,1.04,0.15,1.19,1.04,1.19,2.5,2.5,0.5,3,0.38,0.07,0.45,0.38,0.45,Matches,60c659b6
446,Moses Nyeman,us USA,MF,D.C. United,16,2003,11,5,493,5.5,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.03,0.04,0.01,0.04,Matches,09d33255
447,Shane O'Neill,us USA,DF,Seattle,26,1993,18,13,1238,13.8,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.02,0.02,0.04,0.02,0.04,Matches,a62a56b4
448,David Ochoa,us USA,GK,Real Salt Lake,19,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,dba6b279
449,Chris Odoi-Atsem,us USA,DF,D.C. United,24,1995,15,8,772,8.6,1,0,1,0,0,2,0,0.12,0,0.12,0.12,0.12,0.8,0.8,0.4,1.2,0.09,0.05,0.14,0.09,0.14,Matches,375ec69e
450,Noble Okello,ca CAN,MF,Toronto FC,19,2000,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6bc16162
451,Orji Okwonkwo,ng NGA,FWMF,Montreal Impact,22,1998,13,5,492,5.5,1,1,1,0,0,0,0,0.18,0.18,0.37,0.18,0.37,1,1,0.1,1.2,0.19,0.02,0.21,0.19,0.21,Matches,905a4f61
452,Wyatt Omsberg,us USA,DF,Chicago Fire,24,1995,5,2,186,2.1,0,1,0,0,0,0,0,0,0.48,0.48,0,0.48,0,0,0.2,0.2,0,0.12,0.12,0,0.12,Matches,cd44ba68
453,Zden?k Ondrášek,cz CZE,FW,FC Dallas,31,1988,5,4,311,3.5,2,1,2,0,0,1,0,0.58,0.29,0.87,0.58,0.87,1.1,1.1,0.3,1.4,0.31,0.1,0.41,0.31,0.41,Matches,8d120526
454,Nedum Onuoha,eng ENG,DF,Real Salt Lake,33,1986,15,15,1316,14.6,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.6,0.3,1.8,0.11,0.02,0.12,0.11,0.12,Matches,b28a0b5a
455,Ike Opara,us USA,DF,Minnesota Utd,30,1989,2,2,180,2,2,0,2,0,0,0,0,1,0,1,1,1,0.2,0.2,0,0.2,0.09,0,0.09,0.09,0.09,Matches,6f1d6006
456,Kwadwo Opoku,gh GHA,FW,Los Angeles FC,18,2001,3,0,54,0.6,0,1,0,0,0,1,0,0,1.67,1.67,0,1.67,0.4,0.4,0.2,0.6,0.73,0.28,1.01,0.73,1.01,Matches,226a288e
457,Jonathan Osorio,ca CAN,MF,Toronto FC,27,1992,17,17,1406,15.6,1,2,1,0,0,1,0,0.06,0.13,0.19,0.06,0.19,2,2,0.8,2.8,0.13,0.05,0.18,0.13,0.18,Matches,70106ff6
458,Leonard Owusu,gh GHA,MF,Vancouver,22,1997,20,14,1302,14.5,0,1,0,0,0,1,0,0,0.07,0.07,0,0.07,0.6,0.5,0.5,1.1,0.04,0.04,0.08,0.04,0.07,Matches,a06c6c8a
459,Juan Pablo Torres,us USA,FW,NYCFC,20,1999,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b57d06fd
460,Diego Palacios,ec ECU,DF,Los Angeles FC,20,1999,16,15,1223,13.6,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,1.6,1.7,0.01,0.12,0.13,0.01,0.13,Matches,6ec37f2e
461,Marcelo Palomino,us USA,MF,Houston Dynamo,18,2001,3,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0,0.15,Matches,350de244
462,James Pantemis,ca CAN,GK,Montreal Impact,22,1997,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,901408ac
463,Cristhian Paredes,py PAR,MF,Portland Timbers,21,1998,17,9,823,9.1,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0.3,1.3,0.11,0.03,0.14,0.11,0.14,Matches,0d8a2551
464,Kevin Paredes,us USA,MFDF,D.C. United,16,2003,17,9,946,10.5,0,1,0,0,0,1,0,0,0.1,0.1,0,0.1,0.5,0.5,0.4,1,0.05,0.04,0.09,0.05,0.09,Matches,5c50fdbc
465,Tim Parker,us USA,DF,NY Red Bulls,26,1993,19,18,1620,18,0,1,0,0,0,2,1,0,0.06,0.06,0,0.06,0.1,0.1,0.2,0.4,0.01,0.01,0.02,0.01,0.02,Matches,4988a44d
466,Keaton Parks,us USA,MF,NYCFC,22,1997,23,20,1728,19.2,3,0,3,0,0,5,0,0.16,0,0.16,0.16,0.16,3.9,3.9,1.3,5.2,0.2,0.07,0.27,0.2,0.27,Matches,77986763
467,Santiago Patiño,us USA,FWMF,Orlando City,22,1997,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,70cb3cf1
468,João Paulo Mior,br BRA,MF,Seattle,28,1991,19,17,1499,16.7,2,3,2,0,0,5,0,0.12,0.18,0.3,0.12,0.3,0.6,0.6,2.3,2.9,0.04,0.14,0.17,0.04,0.17,Matches,b96aa1d6
469,Cristian Pavón,ar ARG,FWMF,LA Galaxy,24,1996,22,22,1980,22,10,3,7,3,3,1,0,0.45,0.14,0.59,0.32,0.45,6.7,4.5,4.5,8.9,0.31,0.2,0.51,0.2,0.41,Matches,a664b026
470,Damiano Pecile,ca CAN,MF,Vancouver,17,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c2a2ad20
471,Matías Pellegrini,ar ARG,FWMF,Inter Miami,19,2000,19,12,959,10.7,1,2,1,0,0,2,0,0.09,0.19,0.28,0.09,0.28,1.5,1.5,1.5,3,0.14,0.14,0.28,0.14,0.28,Matches,b59f0060
472,Ronaldo Peña,ve VEN,FW,Houston Dynamo,22,1997,1,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.36,0,0.36,0.36,0.36,Matches,e9b0ad3d
473,Jason Pendant,fr FRA,DF,NY Red Bulls,22,1997,20,17,1614,17.9,0,2,0,0,0,2,0,0,0.11,0.11,0,0.11,0.2,0.2,0.8,1,0.01,0.05,0.06,0.01,0.06,Matches,22fe9049
474,Cristian Penilla,ec ECU,FWMF,New England,28,1991,17,10,964,10.7,0,3,0,0,0,0,0,0,0.28,0.28,0,0.28,1.5,1.5,1.4,3,0.14,0.13,0.28,0.14,0.28,Matches,64d36568
475,Ricardo Pepi,us USA,FWMF,FC Dallas,17,2003,17,4,466,5.2,2,1,2,0,0,0,0,0.39,0.19,0.58,0.39,0.58,2.8,2.8,0.4,3.2,0.54,0.08,0.62,0.54,0.62,Matches,a2b1ed42
476,Andrés Perea,us USA,MFFW,Orlando City,19,2000,23,11,1201,13.3,0,2,0,0,0,3,0,0,0.15,0.15,0,0.15,1.4,1.4,1.3,2.7,0.1,0.1,0.2,0.1,0.2,Matches,7e1dbecf
477,Mauricio Pereyra,uy URU,MFFW,Orlando City,29,1990,16,14,1099,12.2,2,5,2,0,0,6,0,0.16,0.41,0.57,0.16,0.57,0.7,0.7,4.3,4.9,0.05,0.35,0.4,0.05,0.4,Matches,f45eb18d
478,Adrien Perez,us USA,FW,Los Angeles FC,24,1995,9,2,302,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0.7,0.22,0,0.22,0.22,0.22,Matches,298a167b
479,Tom Pettersson,se SWE,DF,FC Cincinnati,29,1990,15,13,1144,12.7,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0.6,0.04,0,0.05,0.04,0.05,Matches,c1268aa3
480,Pablo Piatti,ar ARG,MFFW,Toronto FC,30,1989,17,16,1327,14.7,4,3,4,0,0,4,0,0.27,0.2,0.47,0.27,0.47,3.9,3.9,2,5.9,0.26,0.14,0.4,0.26,0.4,Matches,48e89655
481,Fafà Picault,us USA,FW,FC Dallas,28,1991,18,11,1037,11.5,3,1,3,0,0,1,0,0.26,0.09,0.35,0.26,0.35,2.4,2.4,1.4,3.8,0.21,0.12,0.33,0.21,0.33,Matches,dbaa10c0
482,Samuel Piette,ca CAN,MFFW,Montreal Impact,25,1994,22,22,1939,21.5,1,1,1,0,0,3,1,0.05,0.05,0.09,0.05,0.09,1.7,1.7,2.4,4.1,0.08,0.11,0.19,0.08,0.19,Matches,bc33c73b
483,Mauricio Pineda,us USA,DFMF,Chicago Fire,22,1997,23,23,2017,22.4,3,2,3,0,0,5,0,0.13,0.09,0.22,0.13,0.22,2.4,2.4,0.6,3,0.11,0.03,0.13,0.11,0.13,Matches,e0c17cde
484,Donovan Pines,us USA,DF,D.C. United,21,1998,16,15,1354,15,3,0,3,0,0,0,0,0.2,0,0.2,0.2,0.2,2.1,2.1,0.3,2.4,0.14,0.02,0.16,0.14,0.16,Matches,7bd25363
485,Rodolfo Pizarro,mx MEX,MFFW,Inter Miami,25,1994,19,17,1577,17.5,4,4,4,0,0,4,0,0.23,0.23,0.46,0.23,0.46,4.1,4.1,2.1,6.3,0.24,0.12,0.36,0.24,0.36,Matches,4b49ed54
486,Andy Polo,pe PER,MFFW,Portland Timbers,25,1994,16,7,756,8.4,1,1,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24,0.4,0.4,0.3,0.8,0.05,0.04,0.09,0.05,0.09,Matches,d886b9b9
