Season,Player,Nation,Pos,Age,fbref_ID
2019,Romain Alessandrini,FRA,FW,29,7a7610d2
2019,Eric Alexander,USA,MFFW,30,717d12ec
2019,Osvaldo Alonso,CUB,MF,33,8449bfda
2019,Jozy Altidore,USA,FW,29,8db8ad1e
2019,Efrain Alvarez,MEX,MFFW,16,3cd08ab7
2019,Fabio Álvarez,ARG,MFFW,26,2aae3ff2
2019,Quincy Amarikwa,USA,FWMF,31,6a9e4cc0
2019,Frankie Amaya,USA,MF,18,2e8bd00c
2019,Mikey Ambrose,USA,DF,25,f649d6aa
2019,Michael Amir Murillo,PAN,DF,22,349cae8f
2019,Sebastian Anderson,USA,DFFW,16,3a9911ce
2019,Jalil Anibaba,USA,DF,30,e44593b0
2019,Uriel Antuna,MEX,FWMF,21,a35f5848
2019,Pablo Aránguiz,CHI,MFFW,21,a14cf2e4
2019,Julian Araujo,MEX,DFFW,17,8f4541c2
2019,Joaquín Ardaiz,URU,FW,20,eb823875
2019,Luis Argudo,USA,FWMF,23,71e5d21d
2019,Xavier Arreaga,ECU,DF,24,7f2b7640
2019,Luis Arriaga,USA,MFDF,18,50e2ffdf
2019,Paul Arriola,USA,FWMF,23,1bb2acce
2019,Artur,BRA,MF,22,ea6803c7
2019,Carlos Ascues,PER,MFDF,26,38851eb2
2019,Dairon Asprilla,COL,FWMF,26,218d336c
2019,Jeff Attinella,USA,GK,30,4277b946
2019,Francis Atuahene,GHA,FW,22,34d8cfd4
2019,Eduard Atuesta,COL,MF,21,60990b81
2019,Auro,BRA,DF,23,b234cb0e
2019,Micheal Azira,UGA,MF,31,87c0db23
2019,Dominique Badji,SEN,FW,26,758ac389
2019,Theo Bair,CAN,FWMF,19,c724745e
2019,Corey Baird,USA,FWMF,23,2d0d1442
2019,Lass Bangoura,GUI,FWMF,26,740f39d4
2019,Botond Baráth,HUN,DF,26,40011a79
2019,Ezequiel Barco,ARG,FWMF,19,7fa737c4
2019,Tom Barlow,USA,FW,23,da4821de
2019,Michael Barrios,COL,FW,27,df782c79
2019,Cole Bassett,USA,MF,17,2c8da8a1
2019,Clement Bayiha,CAN,FWMF,19,ca9f2034
2019,DaMarcus Beasley,USA,DF,36,e4d6e7d9
2019,Kyle Beckerman,USA,MF,36,3485cb96
2019,Alejandro Bedoya,USA,MF,31,9a6f8dfd
2019,Dan Bedoya,COL,FW,24,14828662
2019,Steven Beitashour,IRN,DF,31,64f1680a
2019,Joe Bendik,USA,GK,29,c3e50b67
2019,Nicolas Benezet,FRA,FWMF,27,30395d3b
2019,Leonardo Bertone,SUI,MF,24,2e06f387
2019,Matt Besler,USA,DF,31,8393a973
2019,Nick Besler,USA,MF,25,cc9fa1a8
2019,Vincent Bezecourt,FRA,MF,25,06545d47
2019,David Bingham,USA,GK,29,7fd42a85
2019,Steve Birnbaum,USA,DF,28,26637ac8
2019,José Bizama,CHI,DF,24,fbcb25ab
2019,Tristan Blackmon,USA,DF,22,7f35d14e
2019,Andre Blake,JAM,GK,28,b3b21a11
2019,Sebastián Blanco,ARG,FWMF,30,4ddd0834
2019,Latif Blessing,GHA,MFDF,22,5153d32e
2019,Johan Blomberg,SWE,MFFW,31,b1794e60
2019,Emmanuel Boateng,GHA,FWMF,25,25f77a5f
2019,Corben Bone,USA,MFFW,30,5c98c6ce
2019,Alex Bono,USA,GK,24,aa28a396
2019,Jonathan Bornstein,USA,DF,34,79a6c95f
2019,Gustavo Bou,ARG,FWMF,28,3dfcc735
2019,Michael Boxall,NZL,DF,30,6bfa0d3a
2019,Terrence Boyd,USA,FWMF,27,6e282452
2019,Michael Bradley,USA,MF,31,fd5e3a73
2019,Zachary Brault-Guillard,CAN,DF,20,948a58c2
2019,Bressan,BRA,DF,26,3db1684c
2019,Shaft Brewer,USA,DF,19,7fac343b
2019,Frédéric Brillant,FRA,DF,33,5b14180f
2019,Brandt Bronico,USA,MFDF,23,bd4460b1
2019,Omar Browne,PAN,FWMF,24,7d47ee38
2019,Will Bruin,USA,FW,29,87a6ac29
2019,Tajon Buchanan,CAN,MF,19,3aca6420
2019,Rece Buckmaster,USA,DF,22,6e0d9f17
2019,Teal Bunbury,USA,FWMF,28,3077fce8
2019,Cory Burke,JAM,FW,27,39fde61c
2019,Evan Bush,USA,GK,32,69a57596
2019,Gianluca Busio,USA,MF,16,4a0b7f07
2019,Handwalla Bwana,SOM,FWMF,21,b56080ee
2019,Brandon Bye,USA,DF,23,9fcd12af
2019,Víctor Cabrera,ARG,DF,25,2332941c
2019,Luís Caicedo,COL,MF,22,008ddeb9
2019,Scott Caldwell,USA,MF,27,4a54592d
2019,Alexander Callens,PER,DF,26,af34f10d
2019,Eric Calvillo,SLV,MFDF,21,f984f68b
2019,Francisco Calvo,CRC,DF,26,706bd23f
2019,Rudy Camacho,FRA,DF,27,6ad16d47
2019,Jonathan Campbell,USA,DF,25,868a8f30
2019,Diego Campos,CRC,DF,23,fcfb671e
2019,Reggie Cannon,USA,DF,20,ad9ffc7e
2019,Russell Canouse,USA,MFDF,23,ec730d9a
2019,Andrew Carleton,USA,MFFW,18,53b90314
2019,Servando Carrasco,USA,MF,30,8e5cbc2b
2019,Julio Cascante,CRC,DF,25,cc120b4f
2019,Cristian Cásseres Jr.,VEN,MF,19,f86fe8c1
2019,Valentín Castellanos,ARG,FW,20,da76bab4
2019,Edgar Castillo,USA,DF,32,3cdde01b
2019,Emanuel Cecchini,ARG,MFFW,22,5c256395
2019,Darwin Cerén,SLV,MF,29,a58de3f0
2019,Edwin Cerrillo,USA,MF,18,bd060315
2019,Thomás Chacón,URU,FW,18,1f9a7dfc
2019,Maxime Chanot,LUX,DF,29,ca366055
2019,Jay Chapman,CAN,MFFW,25,3bb4d381
2019,Diego Chará,COL,MF,32,6260cc9d
2019,Michaell Chirinos,HON,MFFW,23,8ce9f558
2019,Mathieu Choiniere,CAN,FWMF,19,017459bb
2019,Laurent Ciman,BEL,DF,33,5113d9a7
2019,Ricardo Clark,USA,MF,35,1bf7f157
2019,Steve Clark,USA,GK,32,ed6320b7
2019,Aurélien Collin,FRA,DF,32,a4631166
2019,Josué Colmán,PAR,FWMF,20,9603d928
2019,Tomás Conechny,ARG,FWMF,20,f61143dd
2019,Derek Cornelius,CAN,DF,21,577744b8
2019,Joe Corona,USA,MF,28,470cd24b
2019,Carlos Coronel,BRA,GK,22,5c07e176
2019,Warren Creavalle,USA,MF,28,ac4e49fa
2019,Maxime Crépeau,CAN,GK,24,ea42e480
2019,Alex Crognale,USA,DF,24,1169c5eb
2019,Yohan Croizet,FRA,FWDF,26,dc303a48
2019,Cody Cropper,USA,GK,25,aa133046
2019,Allan Cruz,CRC,MFFW,22,030105a5
2019,Emil Cuello,USA,MFFW,22,d22a46b4
2019,Harold Cummings,PAN,DF,26,d3aa261b
2019,Rashawn Dally,JAM,FW,22,4dc3ce03
2019,Mario Daniel Vega,ARG,GK,34,6904a59a
2019,Abu Danladi,GHA,FWMF,23,507383d1
2019,Juan David Cabezas,COL,MF,27,4ea22d91
2019,Sean Davis,USA,MF,25,cb75cac9
2019,Alex DeJohn,USA,DF,27,2a6c024c
2019,A.J. DeLaGarza,GUM,DF,31,171b3c37
2019,Antonio Delamea Mlinar,SVN,DF,27,31a14bb4
2019,Jordy Delem,MTQ,MF,25,12e3a5f4
2019,Nick DeLeon,USA,MFFW,28,21490b0d
2019,Marky Delgado,USA,MF,23,7f6a25b7
2019,Mathieu Deplagne,FRA,DF,27,ff16ecad
2019,Maikel van der Werff,NED,DF,29,36d320ec
2019,Tyler Deric,USA,GK,30,8a37dd84
2019,Justin Dhillon,USA,FW,23,eb8eae2c
2019,Zakaria Diallo,FRA,DF,32,158da7ea
2019,Luis Díaz,CRC,FWMF,20,1c9838aa
2019,Eric Dick,USA,GK,24,bf8e9c98
2019,Claude Dielna,GLP,DF,31,aa862ba0
2019,Adama Diomande,NOR,FW,28,336dbcb2
2019,Clément Diop,SEN,GK,25,0d5c0218
2019,Griffin Dorsey,USA,DF,19,c182ca04
2019,Jonathan dos Santos,MEX,MF,28,91872dec
2019,Hassani Dotson,USA,DFMF,21,8f2af1ed
2019,Kyle Duncan,USA,DF,21,575e6cb1
2019,Chris Durkin,USA,MF,18,0ffd4373
2019,Chris Duvall,USA,DF,27,39fae08b
2019,Dom Dwyer,USA,FW,28,bdfc15f8
2019,Jeremy Ebobisse,USA,FW,21,5fa7b2ec
2019,Raheem Edwards,CAN,DF,23,b828d56a
2019,Alberth Elis,HON,FWMF,22,104b4ad3
2019,Jack Elliott,ENG,DF,23,041deebd
2019,Tsubasa Endoh,JPN,FWMF,25,46dca6e8
2019,Marcus Epps,USA,MFDF,24,7bb23f0e
2019,Jon Erice,ESP,MF,32,39da8b1f
2019,Magnus Eriksson,SWE,MF,28,5571f8b5
2019,Franco Escobar,ARG,DF,23,54f33d0e
2019,Cristian Espinoza,ARG,FWMF,23,9c794a80
2019,Roger Espinoza,HON,MF,32,60b7c195
2019,Derrick Etienne,HAI,FWMF,22,59059f1e
2019,Marco Fabián,MEX,MFFW,29,e665a2db
2019,Fabinho,BRA,DF,33,4e3a17fc
2019,Diego Fagúndez,URU,MFFW,23,fe81682e
2019,Rod Fanni,FRA,DF,37,28c4631c
2019,Marco Farfan,USA,DF,20,cfc68595
2019,Andrew Farrell,USA,DF,26,71eda165
2019,Benny Feilhaber,USA,MF,34,7ed107b1
2019,Felipe,BRA,MF,28,2415bd0a
2019,Luis Felipe,BRA,MF,23,a07caf31
2019,Rolf Feltscher,VEN,DF,28,27baf026
2019,Gerso Fernandes,GNB,FWMF,27,43cbe937
2019,Brian Fernández,ARG,FW,24,857e2586
2019,Omir Fernandez,USA,FWMF,19,622986f0
2019,Juan Fernando Caicedo,COL,FW,29,b04df630
2019,Jesus Ferreira,USA,FWMF,18,f61246d8
2019,Marcelo dos Santos Ferreira,BRA,DF,29,15a5e48c
2019,Carlos Fierro,MEX,FWMF,24,bbd2b6b7
2019,Maynor Figueroa,HON,DF,35,d8524b21
2019,Ethan Finlay,USA,FWMF,28,c16a59af
2019,Andrés Flores,SLV,MF,28,67c11728
2019,Anthony Fontana,USA,MFFW,19,1f34358e
2019,Andreu Fontàs,ESP,DF,29,0f138d5a
2019,Waylon Francis,CRC,DF,28,a3a1849f
2019,Przemyslaw Frankowski,POL,FWMF,23,00a8d210
2019,Liam Fraser,CAN,MFDF,20,d784062b
2019,Matt Freese,USA,GK,20,2f49476c
2019,Stefan Frei,SUI,GK,32,1d0a0f3e
2019,Alejandro Fuenmayor,VEN,DF,22,77edb7ec
2019,Gilbert Fuentes,USA,FW,16,a0f5470d
2019,Ray Gaddis,USA,DF,29,8348b24d
2019,Nicolás Gaitán,ARG,MF,30,7ebfac0f
2019,Erickson Gallardo,VEN,FWMF,25,6251c0e7
2019,Boniek García,HON,MF,34,889ce425
2019,Kevin Garcia,USA,DF,28,bb978f2b
2019,Greg Garza,USA,DF,27,5ae88d65
2019,Chase Gasper,USA,DF,23,7371ec36
2019,Carles Gil,ESP,MFFW,26,11c30a46
2019,Justen Glad,USA,DF,21,5b768b0f
2019,Aníbal Godoy,PAN,MF,28,2d496ca3
2019,Erik Godoy,ARG,DF,25,e8b80334
2019,Giancarlo González,CRC,DF,30,117beb8f
2019,Jesse Gonzalez,MEX,GK,23,203a7651
2019,Omar Gonzalez,USA,DF,30,0d2fe665
2019,Leandro González Pirez,ARG,DF,26,5ba1112c
2019,Ján Greguš,SVK,MF,28,7d974435
2019,Julian Gressel,GER,DFFW,25,acd47bc0
2019,Carlos Gruezo,ECU,MF,23,f2dd9a21
2019,Felipe Gutiérrez,CHI,MF,28,80ae314a
2019,Jeremiah Gutjahr,USA,DF,21,4992dee0
2019,Andrew Gutman,USA,DF,22,b7a23251
2019,Brad Guzan,USA,GK,34,d899e3bf
2019,David Guzmán,CRC,MF,28,bb62beaa
2019,Edwin Gyasi,GHA,FW,27,a23ebf35
2019,Joe Gyau,USA,FWMF,26,3511b4f8
2019,Justin Haak,USA,MFFW,17,c644e140
2019,Nick Hagglund,USA,DF,26,39632554
2019,Marlon Hairston,USA,FW,24,1d531c57
2019,Siad Haji,SOM,MFDF,19,9212f1cb
2019,Niko Hämäläinen,FIN,DF,21,4435db1e
2019,Bill Hamid,USA,GK,28,012fc030
2019,Jordan Hamilton,CAN,FW,22,d80a3a57
2019,Niko Hansen,DEN,MFFW,24,9bebd450
2019,Jordan Harvey,USA,DF,35,bb78f8a5
2019,Nicolas Hasler,LIE,DF,27,bac7a52f
2019,Jacori Hayes,USA,MF,23,d2173b7b
2019,Héber,BRA,FW,27,d552c4a1
2019,Matt Hedges,USA,DF,28,5e2a4d0e
2019,Doneil Henry,CAN,DF,25,22636117
2019,Fabian Herbers,GER,MFFW,25,5cbf5ccd
2019,Felipe Hernandez,USA,MF,20,31a4d0b8
2019,Aaron Herrera,USA,DF,21,d86e3070
2019,Federico Higuaín,ARG,MF,34,ef8fc24c
2019,Cristian Higuita,COL,MF,25,0f31b38b
2019,Danny Hoesen,NED,FWMF,28,5ef1939b
2019,Ryan Hollingshead,USA,DF,27,28b58797
2019,Erik Holt,USA,DF,22,3677d047
2019,Shandon Hopeau,USA,FW,20,74828ac5
2019,André Horta,POR,MF,22,951f1739
2019,Tim Howard,USA,GK,39,c444465e
2019,Justin Hoyte,TRI,DF,34,b57b7582
2019,Erik Hurtado,USA,FW,28,b11e6f2b
2019,Emerson Hyndman,USA,MFFW,22,3be1a627
2019,Miguel Ibarra,USA,FWMF,28,f6756592
2019,Romario Ibarra,ECU,FW,24,b494ccf5
2019,Sebastien Ibeagha,USA,DF,27,41ba8175
2019,Zlatan Ibrahimovic,SWE,FW,37,4cde5509
2019,Ilsinho,BRA,FWMF,33,aa8683ae
2019,Hwang In-beom,KOR,MF,22,92fa5d28
2019,Clint Irwin,USA,GK,29,c1205184
2019,Andreas Ivan,ROU,FWMF,24,8bf58a80
2019,Niki Jackson,USA,FWMF,23,c194d248
2019,Anthony Jackson-Hamel,CAN,FW,25,c9871e2b
2019,Modou Jadama,USA,DF,24,0cbd9569
2019,Dejan Jakovic,CAN,DF,33,01d36542
2019,Robin Jansson,SWE,DF,27,8ca5c176
2019,Leonardo Jara,ARG,DF,27,688aaca2
2019,Hector Jiménez,USA,DF,30,2dc1e90e
2019,Sam Johnson,LBR,FW,25,c423d845
2019,Sean Johnson,USA,GK,29,c164335e
2019,Will Johnson,CAN,MF,32,83d80410
2019,DeJuan Jones,USA,DFMF,21,10d1139c
2019,Derrick Jones,USA,MF,21,93c92d6c
2019,Joevin Jones,TRI,FWDF,27,fc23d956
2019,Mathias Jørgensen,DEN,FWMF,18,a854969f
2019,Judson,BRA,MF,25,e1535f82
2019,Florian Jungwirth,GER,DF,30,f179c207
2019,Vitor Junior,BRA,DFFW,30,bbdc19f2
2019,Kaku,PAR,MF,24,cb01ad74
2019,Brent Kallman,USA,DF,28,2b24702b
2019,Kei Kamara,SLE,FW,34,6e3f3809
2019,Ola Kamara,NOR,FW,29,e134351a
2019,Johan Kappelhof,NED,DF,28,465015a5
2019,Guram Kashia,GEO,DF,31,a81f4896
2019,Aleksandar Katai,SRB,FWMF,27,d5127c3f
2019,Mark-Anthony Kaye,CAN,MF,24,36a38acd
2019,Kim Kee-hee,KOR,DF,29,46c6ba76
2019,Aboubacar Keita,USA,DF,18,85fbf1e4
2019,Jon Kempin,USA,GK,25,063adc5e
2019,Jasser Khemiri,TUN,DF,21,f3513a46
2019,Daniel Kinumbe,CAN,DF,19,269fc178
2019,Perry Kitchen,USA,MF,26,19ec49ee
2019,Sacha Kljestan,USA,MFFW,33,73682895
2019,Brad Knighton,USA,GK,33,9903a3cb
2019,Kevin Kratz,GER,MF,32,efb1f5cf
2019,Damir Kreilach,CRO,MFFW,29,068be155
2019,Bojan Krkic,ESP,MFFW,28,9fa0a0b8
2019,Ken Krolicki,USA,MF,22,067ea004
2019,Kenneth Kronholm,GER,GK,33,e3b198bc
2019,Connor Lade,USA,DF,29,3629e2e6
2019,Roland Lamah,BEL,MFFW,31,336a36fb
2019,Matt Lampson,USA,GK,29,44a7dc84
2019,Foster Langsdorf,USA,FW,23,48319bb3
2019,Lassi Lappalainen,FIN,MFFW,20,bcb2282d
2019,Jeff Larentowicz,USA,MF,35,0c3f9d7f
2019,Richie Laryea,CAN,DF,24,276fdbe4
2019,Forrest Lasso,USA,DF,25,f4720161
2019,Kemar Lawrence,JAM,DF,26,80be3efe
2019,Emmanuel Ledesma,ARG,FWMF,30,fb79af97
2019,Kelvin Leerdam,SUR,DF,28,d8b47705
2019,Brooks Lennon,USA,DFFW,21,ec80ba72
2019,Brett Levis,CAN,DFFW,25,b338a233
2019,Jonathan Lewis,USA,MFFW,21,2501eb59
2019,Danny Leyva,USA,MF,15,ecc3a9c9
2019,Grant Lillard,USA,DF,23,2fcc0f5f
2019,Nick Lima,USA,DF,24,959686eb
2019,Jaylin Lindsey,USA,DF,18,83cb6e59
2019,Sebastian Lletget,USA,MFFW,26,73019c31
2019,Robin Lod,FIN,FWMF,25,33c69aa0
2019,Nicolás Lodeiro,URU,MF,29,fe81d0d1
2019,Aaron Long,USA,DF,26,46b89640
2019,Marcos López,PER,DF,19,9b3ab988
2019,Marvin Loría,CRC,FWMF,21,71380d87
2019,Daniel Lovitz,USA,DF,27,db97d838
2019,Jorge Luis Corrales,CUB,DF,27,bb67b6b0
2019,Luis Silva,MEX,FWMF,30,0a8be4f8
2022,John McCarthy,USA,GK,30,249362e9
2019,Adam Lundqvist,SWE,DF,24,91769a24
2019,Larrys Mabiala,COD,DF,31,5bdec47f
2019,Gary Mackay-Steven,SCO,FWMF,28,da6ce369
2019,Zac MacMath,USA,GK,27,06caac45
2019,Connor Maloney,USA,DF,23,05ad7458
2019,Michael Mancienne,SEY,DF,31,2db3ae0a
2019,Carter Manley,USA,DF,22,a99e9900
2019,Kekuta Manneh,USA,FWMF,24,4d735ad6
2019,Vito Mannone,ITA,GK,30,c4173f1a
2019,Mauro Manotas,COL,FW,23,89a5efd3
2019,Paul Marie,FRA,DF,23,da0bb55a
2019,Chad Marshall,USA,DF,34,ba82008e
2019,Collin Martin,USA,MF,24,027c0f1a
2019,Cristian Martínez,PAN,FWMF,21,fdb15495
2019,Douglas Martinez,HON,FW,21,3e7ebb9a
2019,Josef Martínez,VEN,FW,25,e73f0aa1
2019,Tomás Martínez,ARG,MFFW,23,cc6cf17f
2019,Luís Martins,POR,DF,26,56b7c09b
2019,Rónald Matarrita,CRC,DF,24,491862dd
2019,Darren Mattocks,JAM,FW,28,b9b461b9
2019,Jimmy Maurer,USA,GK,30,ca1c6f3d
2019,Chris Mavinga,COD,DF,27,fda36cfb
2019,Olivier Mbaizo,CMR,DF,21,f6315619
2019,Thomas McCabe,USA,MF,20,ecbca580
2019,Chris McCann,IRL,DFMF,31,a6fdaa90
2019,Dax McCarty,USA,MF,31,b74e58c0
2019,Brendan McDonough,USA,DF,22,4c8180ec
2019,Mark McKenzie,USA,DF,19,a5f5d094
2019,Thomas McNamara,USA,MFFW,27,ab36595d
2019,Ryan Meara,USA,GK,28,18f0723b
2019,Jesús Medina,PAR,MFFW,21,7c4628c4
2019,Jimmy Medranda,COL,FWMF,24,6f7ac622
2019,Haris Medunjanin,BIH,MF,33,de5d5d41
2019,Lucas Melano,ARG,FW,25,d7cca61a
2019,Tim Melia,USA,GK,32,cc741f50
2019,Jhegson Méndez,ECU,MF,21,db0c5324
2019,Jonathan Mensah,GHA,DF,28,8087e6cb
2019,Justin Meram,IRQ,FW,30,ae34c71d
2019,Romain Métanire,MAD,DF,28,0fb21da9
2019,Nicolás Mezquida,URU,MFFW,27,00b629e1
2019,Benji Michel,USA,FWMF,21,151ca25f
2019,Djordje Mihailovic,USA,MF,20,83cf9719
2019,Eric Miller,USA,DF,26,c0593f5d
2019,Kamal Miller,CAN,DF,21,0646bd8a
2019,Tyler Miller,USA,GK,25,7827a6b3
2019,Alexandru Mitri?a,ROU,FWMF,23,49db4b16
2019,Wilfried Moimbé,FRA,DFFW,30,65c25d8f
2019,Youness Mokhtar,MAR,FW,27,dac48f63
2019,Kevin Molino,TRI,FWMF,28,371645ca
2019,Mohamed El Monir,LBY,DF,26,2aa8fc33
2019,Jamiro Monteiro,CPV,MF,25,d384bddd
2019,Fredy Montero,COL,FWMF,31,bc5b5be5
2019,Drew Moor,USA,DF,35,220cf869
2019,Joseph Mora,CRC,DF,26,2af71023
2019,Maximiliano Moralez,ARG,MFFW,31,f99f37fc
2019,Jorge Moreira,PAR,DF,28,452256d3
2019,Amando Moreno,SLV,FWMF,23,9dc9b03f
2019,Junior Moreno,VEN,MF,25,5dcb4ac4
2019,Ashtone Morgan,CAN,DFMF,27,caece619
2019,Jordan Morris,USA,FW,24,bd298d0d
2019,Justin Morrow,USA,DF,31,0bee5512
2019,João Moutinho,POR,DF,21,a0aee24e
2019,Chris Mueller,USA,FWMF,22,a5334099
2019,George Mukumbilwa,CAN,MF,19,684bf372
2019,Luke Mulholland,ENG,MF,30,c1a723ec
2019,Patrick Mullins,USA,FWMF,26,a03a84d3
2019,Alex Muyl,USA,FWDF,23,2c1025bf
2019,Darlington Nagbe,USA,MF,28,6219c704
2019,Nani,POR,FWMF,32,15e9c7e6
2019,Sean Nealis,USA,DF,22,8c1b17b3
2019,John Nelson,USA,DF,20,df8c4d49
2019,Krisztián Németh,HUN,FW,30,e1f5275f
2019,Jake Nerwinski,USA,DF,24,2b5801d0
2019,Michee Ngalina,COD,FWMF,18,9837830f
2019,Lee Nguyen,USA,MF,32,35feb4cd
2019,Sam Nicholson,SCO,FWMF,24,8c8ac996
2019,Gonzalo Nicolás Martínez,ARG,FWMF,25,cd00ceea
2019,Nemanja Nikolic,HUN,FW,31,e24a8b47
2019,Harry Novillo,FRA,FW,26,6f7ce00a
2019,Shane O'Neill,USA,DF,25,a62a56b4
2019,Alfonso Ocampo-Chavez,USA,FW,16,585cba12
2019,Chris Odoi-Atsem,USA,DF,23,375ec69e
2019,Ebenezer Ofori,GHA,MF,23,a5d77c4e
2019,Orji Okwonkwo,NGA,FWMF,21,905a4f61
2019,Lawrence Olum,KEN,MF,34,3f2116ff
2019,Zdenek Ondrášek,CZE,FW,30,8d120526
2019,Nedum Onuoha,ENG,DF,32,b28a0b5a
2019,Ike Opara,USA,DF,29,6f1d6006
2019,Kofi Opare,CAN,DF,28,877286b4
2019,Jonathan Osorio,CAN,MFFW,26,70106ff6
2019,David Ousted,DEN,GK,33,28269907
2019,Juan Pablo Torres,USA,FW,19,b57d06fd
2019,Diego Palacios,ECU,DF,19,6ec37f2e
2019,Cristhian Paredes,PAR,MF,20,0d8a2551
2019,Tim Parker,USA,DF,25,4988a44d
2019,Michael Parkhurst,USA,DF,35,602e2c34
2019,Keaton Parks,USA,MF,21,77986763
2019,Kevin Partida,USA,FWMF,23,dac1adc3
2019,Santiago Patiño,USA,FW,21,70cb3cf1
2019,Cristian Pavón,ARG,FW,23,a664b026
2019,PC,BRA,FWDF,24,18d94cb0
2019,Marquinhos Pedroso,BRA,DF,25,ae0779f6
2019,Ronaldo Peña,VEN,FWMF,21,e9b0ad3d
2019,Cristian Penilla,ECU,MFFW,27,64d36568
2019,Ricardo Pepi,USA,MFFW,16,a2b1ed42
2019,Dion Pereira,ENG,FWDF,19,8aab04dc
2019,Mauricio Pereyra,URU,MFFW,28,f45eb18d
2019,Adrien Perez,USA,FWMF,23,298a167b
2019,Javier Pérez,ESP,MF,22,5b43a97f
2019,Joshua Pérez,SLV,FWMF,21,b207c92c
2019,Ignacio Piatti,ARG,FW,33,ece7bafd
2019,Fafà Picault,USA,FW,27,dbaa10c0
2019,Samuel Piette,CAN,MF,24,bc33c73b
2019,Donovan Pines,USA,DF,20,7bd25363
2019,Joao Plata,ECU,FWMF,26,a037286c
2019,Florentin Pogba,GUI,DF,28,1e23a224
2019,Diego Polenta,URU,DF,26,ae992d63
2019,Andy Polo,PER,MFFW,24,d886b9b9
2019,Paxton Pomykal,USA,MF,19,c1f0fb45
2019,Chris Pontius,USA,FW,31,be30178e
2019,Justin Portillo,USA,MF,26,b7aa9657
2019,Alvas Powell,JAM,DF,24,2f91124d
2019,Dillon Powers,USA,MF,27,35f79831
2019,Alejandro Pozuelo,ESP,MFFW,27,5e1280ff
2019,Jack Price,ENG,MF,26,6217c92d
2019,Kacper Przybylko,POL,FW,25,4c53a714
2019,Andrew Putna,USA,GK,24,5ba8a3f3
2019,Valeri Qazaishvili,GEO,FWMF,26,c8c03e98
2019,Darwin Quintero,COL,MFFW,31,0cc00553
2019,Romell Quioto,HON,FW,27,122e850d
2019,Jukka Raitala,FIN,DF,30,67b054d1
2019,Christian Ramirez,USA,FWMF,27,316d5521
2019,Greg Ranjitsingh,TRI,GK,25,4b1cbf4d
2019,Matthew Real,USA,DFMF,19,1c2c030a
2019,Eric Remedi,ARG,MF,23,38e2cbd6
2019,Justin Rennicks,USA,FW,19,0aaa1c04
2019,Yordy Reyna,PER,FWMF,25,eec316d9
2019,Bryan Reynolds,USA,FWDF,17,2306bf5c
2019,Spencer Richey,USA,GK,26,d9178ea2
2019,Tosaint Ricketts,CAN,FW,31,54769358
2019,Nick Rimando,USA,GK,39,cf975d73
2019,Alexander Ring,FIN,MF,27,6c1221d6
2019,Andrés Ríos,ARG,MFFW,29,f825bd33
2019,Thomas Roberts,USA,MFFW,17,a876e927
2019,Robinho,BRA,FW,24,d6d16e83
2019,Jalen Robinson,USA,DF,24,900bc4f7
2019,Miles Robinson,USA,DF,21,782a95d9
2019,Luis Robles,USA,GK,34,15e6b513
2019,Tony Rocha,BLZ,MFDF,25,85538cdd
2019,Angelo Rodríguez,COL,FW,29,0e9ea6cf
2019,Brian Rodríguez,URU,FW,18,c86041d7
2019,Lucas Rodríguez,ARG,FWMF,21,815f4240
2019,Memo Rodriguez,USA,FWMF,23,fc6c6b2b
2019,Víctor Rodríguez,ESP,FWMF,29,15781606
2019,Alex Roldan,SLV,FWMF,22,1255a82a
2019,Cristian Roldan,USA,MFFW,23,48875649
2019,David Romney,USA,DF,25,b7b6e781
2019,Eloy Room,CUW,GK,29,6b33d86b
2019,Wayne Rooney,ENG,FW,33,f07be45a
2019,Andy Rose,AUS,MFDF,28,a16d3560
2019,Oriol Rosell,ESP,MF,26,2a17ef3e
2019,Keegan Rosenberry,USA,DF,25,f940c69e
2019,Diego Rossi,URU,FW,20,a81dba8c
2019,Brian Rowe,USA,GK,30,fff21763
2019,Kelyn Rowe,USA,MF,27,cf928adb
2019,Daniel Royer,AUT,FW,28,a92a4407
2019,Ruan,BRA,DF,23,f2665f7c
2019,Diego Rubio,CHI,MFFW,25,3f082234
2019,Raúl Ruidíaz,PER,FW,28,7a4296e1
2019,Albert Rusnák,SVK,MFFW,24,0adeafaa
2019,Johnny Russell,SCO,FWMF,28,a30e1562
2019,Abdul Rwatubyaye,RWA,DF,22,7ca90a09
2019,Marc Rzatkowski,GER,MFFW,28,491d3ad0
2019,Bacary Sagna,FRA,DF,35,6ef56efd
2019,Kenny Saief,USA,FWMF,25,8821f471
2019,Michael Salazar,BLZ,FWMF,26,dbab5aa7
2019,Shea Salinas,USA,MFDF,32,4c10838d
2019,Dániel Sallói,HUN,FWMF,22,6fcddf5f
2019,Ilie Sánchez,ESP,MF,28,72979f65
2019,James Sands,USA,DFMF,18,dccd127f
2019,Lamine Sané,SEN,DF,31,125cb9fe
2019,Harold Santiago Mosquera,COL,FWMF,23,bca135e8
2019,Sergio Santos Gomes,BRA,FWMF,24,a930b263
2019,Pedro Santos,POR,FWMF,30,789da0f2
2019,C.J. Sapong,USA,FW,30,ef4e4c5d
2019,Sebastián Saucedo,USA,FWMF,22,07aed9c9
2019,Gastón Sauro,ARG,DF,28,636ca479
