,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
361,Joe Mason,ie IRL,FWMF,Colorado Rapids,26,1991,14,9,755,8.4,3,0,3,0,0,2,0,0.36,0,0.36,0.36,0.36,2.8,2.8,0.3,3.1,0.34,0.04,0.37,0.34,0.37,Matches,9d998751
362,Rónald Matarrita,cr CRC,DFFW,NYCFC,23,1994,24,15,1370,15.2,2,1,2,0,0,3,1,0.13,0.07,0.2,0.13,0.2,1.9,1.9,2.4,4.3,0.13,0.16,0.28,0.13,0.28,Matches,491862dd
363,Darren Mattocks,jm JAM,FW,D.C. United,27,1990,25,14,1273,14.1,10,0,10,0,1,3,0,0.71,0,0.71,0.71,0.71,8.7,8,1.4,9.3,0.62,0.1,0.71,0.56,0.66,Matches,b9b461b9
364,Aaron Maund,tt TRI,DF,Vancouver,27,1990,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.02,0,0.02,0.02,0.02,Matches,c1ea57e4
365,Jimmy Maurer,us USA,GK,FC Dallas,29,1988,13,13,1170,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ca1c6f3d
366,Chris Mavinga,cd COD,DF,Toronto FC,26,1991,12,11,933,10.4,0,0,0,0,0,2,1,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01,Matches,fda36cfb
367,Olivier Mbaizo,cm CMR,DF,Philadelphia,20,1997,1,1,84,0.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f6315619
368,Jack McBean,us USA,FW,Colorado Rapids,23,1994,22,13,1058,11.8,2,1,1,1,1,5,0,0.17,0.09,0.26,0.09,0.17,4.1,3.3,1.2,4.5,0.34,0.11,0.45,0.28,0.39,Matches,4ab546dd
369,Chris McCann,ie IRL,DFMF,Atlanta Utd,30,1987,22,21,1800,20,1,0,1,0,0,5,0,0.05,0,0.05,0.05,0.05,0.9,0.9,2,2.9,0.05,0.1,0.14,0.05,0.14,Matches,a6fdaa90
370,John McCarthy,us USA,GK,Philadelphia,25,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,249362e9
371,Dax McCarty,us USA,MF,Chicago Fire,30,1987,26,26,2255,25.1,0,2,0,0,0,5,0,0,0.08,0.08,0,0.08,0.3,0.3,1.1,1.4,0.01,0.04,0.06,0.01,0.06,Matches,b74e58c0
372,Jordan McCrary,us USA,DF,Seattle,24,1993,14,9,879,9.8,0,0,0,0,0,4,1,0,0,0,0,0,0.3,0.3,0,0.3,0.03,0,0.03,0.03,0.03,Matches,477ccde0
373,Mark McKenzie,us USA,DF,Philadelphia,18,1999,19,18,1629,18.1,0,0,0,0,0,4,0,0,0,0,0,0,0.8,0.8,0.3,1.1,0.04,0.02,0.06,0.04,0.06,Matches,a5f5d094
374,Patrick McLain,us USA,GK,Chicago Fire,29,1988,5,5,403,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,271b1811
375,Thomas McNamara,us USA,MFFW,NYCFC,26,1991,10,4,371,4.1,0,0,0,0,0,4,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0.12,0.03,0.15,0.12,0.15,Matches,ab36595d
376,Ryan Meara,us USA,GK,NY Red Bulls,27,1990,3,3,270,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,18f0723b
377,Tyrone Mears,jm JAM,DF,Minnesota Utd,34,1983,11,10,882,9.8,1,0,1,0,0,2,0,0.1,0,0.1,0.1,0.1,0.2,0.2,0.7,0.9,0.02,0.07,0.09,0.02,0.09,Matches,6f34d0b5
378,Jesús Medina,py PAR,FWMF,NYCFC,20,1997,28,21,2004,22.3,6,4,6,0,0,1,0,0.27,0.18,0.45,0.27,0.45,6.6,6.6,3.9,10.5,0.31,0.18,0.5,0.31,0.5,Matches,7c4628c4
379,Jimmy Medranda,co COL,DFMF,Sporting KC,23,1994,12,8,727,8.1,2,1,2,0,0,1,0,0.25,0.12,0.37,0.25,0.37,0.9,0.9,0.9,1.8,0.11,0.11,0.22,0.11,0.22,Matches,6f7ac622
380,Haris Medunjanin,ba BIH,MF,Philadelphia,32,1985,30,29,2527,28.1,2,4,2,0,0,6,1,0.07,0.14,0.21,0.07,0.21,2.5,2.5,5.8,8.3,0.09,0.21,0.3,0.09,0.3,Matches,de5d5d41
381,Lucas Melano,ar ARG,FWMF,Portland Timbers,24,1993,7,1,147,1.6,1,1,1,0,0,1,0,0.61,0.61,1.22,0.61,1.22,1,1,0.4,1.4,0.63,0.23,0.86,0.63,0.86,Matches,d7cca61a
382,Tim Melia,us USA,GK,Sporting KC,31,1986,34,34,3060,34,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cc741f50
383,Jonathan Mensah,gh GHA,DF,Columbus Crew,27,1990,27,26,2347,26.1,1,0,1,0,0,7,0,0.04,0,0.04,0.04,0.04,1.6,1.6,0.2,1.9,0.06,0.01,0.07,0.06,0.07,Matches,8087e6cb
384,Justin Meram,iq IRQ,FW,Columbus Crew,29,1988,9,7,594,6.6,1,0,1,0,0,0,0,0.15,0,0.15,0.15,0.15,1.7,1.7,0.6,2.3,0.26,0.08,0.35,0.26,0.35,Matches,ae34c71d
385,Justin Meram,iq IRQ,FW,Orlando City,29,1988,17,14,1269,14.1,1,2,1,0,1,0,0,0.07,0.14,0.21,0.07,0.21,3.9,3.1,3.3,6.4,0.27,0.23,0.51,0.22,0.46,Matches,ae34c71d
386,Bryan Meredith,us USA,GK,Seattle,28,1989,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e224e90f
387,Nicolás Mezquida,uy URU,FWMF,Vancouver,26,1992,21,9,971,10.8,3,1,3,0,0,0,0,0.28,0.09,0.37,0.28,0.37,2.6,2.6,0.9,3.6,0.25,0.08,0.33,0.25,0.33,Matches,00b629e1
388,Djordje Mihailovic,us USA,MFFW,Chicago Fire,19,1998,9,8,575,6.4,1,3,1,0,0,0,0,0.16,0.47,0.63,0.16,0.63,0.5,0.5,2,2.6,0.09,0.32,0.4,0.09,0.4,Matches,83cf9719
389,Eric Miller,us USA,DFMF,Minnesota Utd,25,1993,18,13,1145,12.7,0,1,0,0,0,3,0,0,0.08,0.08,0,0.08,0,0,0.6,0.7,0,0.05,0.05,0,0.05,Matches,c0593f5d
390,Tyler Miller,us USA,GK,Los Angeles FC,24,1993,33,33,2970,33,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,Matches,7827a6b3
391,Ben Mines,us USA,FW,NY Red Bulls,17,2000,1,1,90,1,1,0,1,0,0,1,0,1,0,1,1,1,0.4,0.4,0.1,0.4,0.38,0.05,0.43,0.38,0.43,Matches,a3c6fd0e
392,Mariano Miño,ar ARG,FW,Toronto FC,23,1994,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d56335c3
393,Bruno Miranda,bo BOL,MF,D.C. United,19,1998,7,0,93,1,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.09,0,0.09,0.09,0.09,Matches,4133bfbf
394,Kevin Molino,tt TRI,MF,Minnesota Utd,27,1990,2,2,139,1.5,2,1,2,0,0,0,0,1.29,0.65,1.94,1.29,1.94,0.4,0.4,0.4,0.8,0.26,0.27,0.53,0.26,0.53,Matches,371645ca
395,Mohamed El Monir,ly LBY,DF,Orlando City,25,1992,26,23,2089,23.2,0,2,0,0,0,7,1,0,0.09,0.09,0,0.09,0.9,0.9,2,2.9,0.04,0.08,0.12,0.04,0.12,Matches,2aa8fc33
396,Drew Moor,us USA,DF,Toronto FC,34,1984,8,6,570,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,220cf869
397,Joseph Mora,cr CRC,DF,D.C. United,25,1993,30,28,2521,28,0,1,0,0,0,3,1,0,0.04,0.04,0,0.04,0.2,0.2,0.9,1.1,0.01,0.03,0.04,0.01,0.04,Matches,2af71023
398,Maximiliano Moralez,ar ARG,MFFW,NYCFC,30,1987,32,32,2813,31.3,8,9,7,1,1,4,0,0.26,0.29,0.54,0.22,0.51,11,10.2,8.8,19,0.36,0.29,0.65,0.34,0.63,Matches,f99f37fc
399,Junior Moreno,ve VEN,MF,D.C. United,24,1993,20,17,1529,17,0,1,0,0,0,1,0,0,0.06,0.06,0,0.06,0.1,0.1,1.1,1.2,0.01,0.07,0.07,0.01,0.07,Matches,5dcb4ac4
400,Ashtone Morgan,ca CAN,DFMF,Toronto FC,26,1991,18,11,1012,11.2,0,1,0,0,0,3,0,0,0.09,0.09,0,0.09,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches,caece619
401,Justin Morrow,us USA,DFMF,Toronto FC,30,1987,21,20,1789,19.9,1,3,1,0,0,3,0,0.05,0.15,0.2,0.05,0.2,1.7,1.7,2.2,3.9,0.09,0.11,0.2,0.09,0.2,Matches,0bee5512
402,João Moutinho,pt POR,DF,Los Angeles FC,20,1998,14,10,871,9.7,1,0,1,0,0,3,1,0.1,0,0.1,0.1,0.1,0.2,0.2,0.6,0.8,0.02,0.06,0.08,0.02,0.08,Matches,a0aee24e
403,Yura Movsisyan,am ARM,FWMF,Chicago Fire,30,1987,4,0,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,a533bf02
404,Chris Mueller,us USA,FWMF,Orlando City,21,1996,32,23,2050,22.8,3,4,3,0,0,2,0,0.13,0.18,0.31,0.13,0.31,3.9,3.9,3.4,7.3,0.17,0.15,0.32,0.17,0.32,Matches,a5334099
405,Luke Mulholland,eng ENG,MF,Real Salt Lake,29,1988,2,1,91,1,0,1,0,0,0,0,0,0,0.99,0.99,0,0.99,0,0,0.1,0.1,0,0.13,0.13,0,0.13,Matches,c1a723ec
406,Patrick Mullins,us USA,MFFW,Columbus Crew,25,1992,10,2,293,3.3,1,1,1,0,0,0,0,0.31,0.31,0.61,0.31,0.61,1.9,1.9,0,1.9,0.57,0,0.57,0.57,0.57,Matches,a03a84d3
407,Patrick Mullins,us USA,FWMF,D.C. United,25,1992,10,2,230,2.6,0,1,0,0,0,0,0,0,0.39,0.39,0,0.39,0.1,0.1,1,1.1,0.05,0.38,0.43,0.05,0.43,Matches,a03a84d3
408,Jordon Mutch,eng ENG,MFFW,Vancouver,26,1991,18,8,832,9.2,2,2,2,0,0,1,0,0.22,0.22,0.43,0.22,0.43,1.5,1.5,1.7,3.1,0.16,0.18,0.34,0.16,0.34,Matches,37c408cc
409,Alex Muyl,us USA,FWMF,NY Red Bulls,22,1995,30,13,1291,14.3,3,5,3,0,0,6,0,0.21,0.35,0.56,0.21,0.56,3.7,3.7,3.3,7,0.26,0.23,0.49,0.26,0.49,Matches,2c1025bf
410,Darlington Nagbe,us USA,MF,Atlanta Utd,27,1990,23,23,1965,21.8,0,1,0,0,0,0,0,0,0.05,0.05,0,0.05,0.7,0.7,2.3,3,0.03,0.1,0.14,0.03,0.14,Matches,6219c704
411,Hassan Ndam,cm CMR,DF,NY Red Bulls,19,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,148f3d0f
412,Lamar Neagle,us USA,FWMF,Seattle,30,1987,6,0,115,1.3,0,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0.1,0.6,0.45,0.04,0.49,0.45,0.49,Matches,36e2518d
413,Anton Nedyalkov,bg BUL,DF,FC Dallas,24,1993,9,9,769,8.5,0,1,0,0,0,1,0,0,0.12,0.12,0,0.12,0.2,0.2,0.2,0.5,0.03,0.03,0.06,0.03,0.06,Matches,244a31b9
414,Krisztián Németh,hu HUN,FW,Sporting KC,29,1989,9,4,388,4.3,1,1,1,0,0,0,0,0.23,0.23,0.46,0.23,0.46,3.4,3.4,0.6,4,0.78,0.14,0.92,0.78,0.92,Matches,e1f5275f
415,Krisztián Németh,hu HUN,FWMF,New England,29,1989,15,4,473,5.3,0,2,0,0,0,1,0,0,0.38,0.38,0,0.38,1.1,1.1,0.5,1.6,0.21,0.1,0.31,0.21,0.31,Matches,e1f5275f
416,Jake Nerwinski,us USA,DF,Vancouver,23,1994,26,24,2214,24.6,0,1,0,0,0,2,0,0,0.04,0.04,0,0.04,0.1,0.1,1.8,1.9,0.01,0.07,0.08,0.01,0.08,Matches,2b5801d0
417,Lee Nguyen,us USA,MFFW,Los Angeles FC,31,1986,25,20,1831,20.3,3,3,3,0,0,4,1,0.15,0.15,0.29,0.15,0.29,1.2,1.2,3.4,4.6,0.06,0.17,0.23,0.06,0.23,Matches,35feb4cd
418,Sam Nicholson,sct SCO,FWMF,Colorado Rapids,23,1995,19,19,1516,16.8,2,0,2,0,0,3,0,0.12,0,0.12,0.12,0.12,1.7,1.7,0.9,2.6,0.1,0.05,0.15,0.1,0.15,Matches,8c8ac996
419,Sam Nicholson,sct SCO,FW,Minnesota Utd,23,1995,8,6,523,5.8,1,0,1,0,0,0,0,0.17,0,0.17,0.17,0.17,1.4,1.4,0.5,1.9,0.25,0.08,0.33,0.25,0.33,Matches,8c8ac996
420,Nemanja Nikoli?,hu HUN,FW,Chicago Fire,30,1987,31,29,2435,27.1,15,1,12,3,3,2,0,0.55,0.04,0.59,0.44,0.48,12.5,10.2,3.5,13.6,0.46,0.13,0.59,0.38,0.5,Matches,e24a8b47
421,Shane O'Neill,us USA,DF,Orlando City,24,1993,13,13,1117,12.4,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0,0.3,0.02,0,0.03,0.02,0.03,Matches,a62a56b4
422,Jimmy Ockford,us USA,DF,San Jose,25,1992,15,11,1087,12.1,0,0,0,0,0,3,0,0,0,0,0,0,0.6,0.6,0.3,0.9,0.05,0.02,0.07,0.05,0.07,Matches,52743db1
423,Chris Odoi-Atsem,us USA,DF,D.C. United,22,1995,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.67,0.58,1.24,0.67,1.24,Matches,375ec69e
424,Dominic Oduro,gh GHA,FWMF,San Jose,32,1985,5,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.19,0.19,0,0.19,Matches,73f325d9
425,Dominic Oduro,gh GHA,FWDF,Montreal Impact,32,1985,5,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.26,0,0.26,0.26,0.26,Matches,73f325d9
426,Ebenezer Ofori,gh GHA,MF,NYCFC,22,1995,27,21,1895,21.1,1,0,1,0,0,3,1,0.05,0,0.05,0.05,0.05,1,1,0.3,1.3,0.05,0.01,0.06,0.05,0.06,Matches,a5d77c4e
427,Lawrence Olum,ke KEN,MFDF,Portland Timbers,33,1984,22,18,1630,18.1,1,0,1,0,0,3,1,0.06,0,0.06,0.06,0.06,0.6,0.6,0.2,0.8,0.03,0.01,0.04,0.03,0.04,Matches,3f2116ff
428,Wyatt Omsberg,us USA,DF,Minnesota Utd,22,1995,7,4,387,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cd44ba68
429,Nedum Onuoha,eng ENG,DF,Real Salt Lake,31,1986,2,1,93,1,0,1,0,0,0,0,0,0,0.97,0.97,0,0.97,0.1,0.1,0,0.1,0.06,0,0.06,0.06,0.06,Matches,b28a0b5a
430,Ike Opara,us USA,DF,Sporting KC,28,1989,31,31,2772,30.8,3,2,3,0,0,6,0,0.1,0.06,0.16,0.1,0.16,3.3,3.3,0.8,4.2,0.11,0.03,0.14,0.11,0.14,Matches,6f1d6006
431,Kofi Opare,ca CAN,DF,D.C. United,27,1990,11,10,862,9.6,0,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0,0.6,0.06,0,0.06,0.06,0.06,Matches,877286b4
432,Edward Opoku,us USA,FW,Columbus Crew,21,1996,5,1,153,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.14,0.19,0.32,0.14,0.32,Matches,3a60a6cb
433,Alfredo Ortuño,es ESP,FW,Real Salt Lake,27,1991,3,1,119,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,b5077003
434,Jonathan Osorio,ca CAN,MFFW,Toronto FC,25,1992,30,30,2599,28.9,10,6,10,0,0,6,0,0.35,0.21,0.55,0.35,0.55,7.9,7.9,5.7,13.6,0.27,0.2,0.47,0.27,0.47,Matches,70106ff6
435,David Ousted,dk DEN,GK,D.C. United,32,1985,17,17,1530,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,28269907
436,Rodrigo Pacheco,ar ARG,FW,Los Angeles FC,21,1996,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8607dcaa
437,Frantz Pangop,cm CMR,FWMF,Minnesota Utd,24,1993,9,1,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,0.07,0.23,0.3,0.07,0.3,Matches,ca54a18e
438,Cristhian Paredes,py PAR,MF,Portland Timbers,19,1998,19,18,1407,15.6,1,2,1,0,0,1,0,0.06,0.13,0.19,0.06,0.19,1.7,1.7,1,2.6,0.11,0.06,0.17,0.11,0.17,Matches,0d8a2551
439,Tim Parker,us USA,DF,NY Red Bulls,24,1993,29,29,2610,29,1,2,1,0,0,5,0,0.03,0.07,0.1,0.03,0.1,2.7,2.7,1.3,4,0.09,0.04,0.14,0.09,0.14,Matches,4988a44d
440,Michael Parkhurst,us USA,DF,Atlanta Utd,34,1984,33,32,2902,32.2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.7,0.7,0,0.02,0.02,0,0.02,Matches,602e2c34
441,Kevin Partida,us USA,DF,San Jose,22,1995,4,4,288,3.2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,dac1adc3
442,PC,br BRA,DFMF,Orlando City,23,1994,8,5,418,4.6,0,0,0,0,0,1,1,0,0,0,0,0,0.4,0.4,0.5,0.9,0.08,0.12,0.2,0.08,0.2,Matches,18d94cb0
443,Taylor Peay,us USA,DF,Real Salt Lake,26,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b738418e
444,João Pedro,pt POR,MF,LA Galaxy,24,1993,3,1,85,0.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.06,0.06,0,0.06,Matches,c51a704e
445,Marquinhos Pedroso,br BRA,DF,FC Dallas,24,1993,13,13,1170,13,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.5,0.7,0.02,0.05,0.06,0.02,0.06,Matches,ae0779f6
446,Ronaldo Peña,ve VEN,FW,Houston Dynamo,20,1997,9,2,226,2.5,1,0,1,0,0,3,1,0.4,0,0.4,0.4,0.4,0.3,0.3,0.3,0.6,0.12,0.13,0.25,0.12,0.25,Matches,e9b0ad3d
447,Cristian Penilla,ec ECU,FWMF,New England,26,1991,33,33,2811,31.2,12,7,11,1,1,2,1,0.38,0.22,0.61,0.35,0.58,7.7,7,4.9,11.9,0.25,0.16,0.41,0.22,0.38,Matches,64d36568
448,Joshua Pérez,sv SLV,MF,Los Angeles FC,20,1998,2,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b207c92c
449,Michael Petrasso,ca CAN,DF,Montreal Impact,22,1995,14,8,787,8.7,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.6,0.6,0.01,0.07,0.07,0.01,0.07,Matches,075faf85
450,Demar Phillips,jm JAM,DF,Real Salt Lake,34,1983,5,5,358,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,f9abd777
451,Ignacio Piatti,ar ARG,FW,Montreal Impact,32,1985,32,32,2817,31.3,16,11,12,4,4,2,0,0.51,0.35,0.86,0.38,0.73,11.3,8.3,7.1,15.3,0.36,0.23,0.59,0.26,0.49,Matches,ece7bafd
452,Fafà Picault,us USA,FW,Philadelphia,26,1991,29,24,2189,24.3,10,4,7,3,4,7,0,0.41,0.16,0.58,0.29,0.45,9.4,6.4,2.7,9.1,0.39,0.11,0.5,0.26,0.38,Matches,dbaa10c0
453,Samuel Piette,ca CAN,MF,Montreal Impact,23,1994,34,34,2998,33.3,0,3,0,0,0,5,0,0,0.09,0.09,0,0.09,0.3,0.3,1.3,1.6,0.01,0.04,0.05,0.01,0.05,Matches,bc33c73b
454,Stefano Pinho,br BRA,FWMF,Orlando City,27,1991,23,5,608,6.8,2,0,2,0,0,0,0,0.3,0,0.3,0.3,0.3,2.9,2.9,0.1,3,0.43,0.01,0.44,0.43,0.44,Matches,1470c0e9
455,Joao Plata,ec ECU,FW,Real Salt Lake,25,1992,25,20,1717,19.1,8,8,6,2,3,0,0,0.42,0.42,0.84,0.31,0.73,6.8,4.4,5.9,10.4,0.36,0.31,0.67,0.23,0.54,Matches,a037286c
456,Andy Polo,pe PER,MFFW,Portland Timbers,23,1994,23,18,1630,18.1,1,2,1,0,0,2,0,0.06,0.11,0.17,0.06,0.17,2.2,2.2,1.5,3.7,0.12,0.08,0.2,0.12,0.2,Matches,d886b9b9
457,Matt Polster,us USA,DF,Chicago Fire,24,1993,3,1,128,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.07,0.03,0.1,0.07,0.1,Matches,d1d418f8
458,Paxton Pomykal,us USA,MFFW,FC Dallas,18,1999,6,1,127,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.16,0.16,0,0.16,Matches,c1f0fb45
459,Chris Pontius,us USA,FWDF,LA Galaxy,30,1987,26,15,1490,16.6,5,6,5,0,0,3,0,0.3,0.36,0.66,0.3,0.66,2.5,2.5,2.2,4.7,0.15,0.14,0.28,0.15,0.28,Matches,be30178e
460,Alvas Powell,jm JAM,DF,Portland Timbers,23,1994,24,24,2064,22.9,2,2,2,0,0,1,0,0.09,0.09,0.17,0.09,0.17,1.7,1.7,1.1,2.9,0.08,0.05,0.13,0.08,0.13,Matches,2f91124d
461,Dillon Powers,us USA,MFFW,Orlando City,26,1991,3,0,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.08,0.08,0,0.08,Matches,35f79831
462,Jack Price,eng ENG,MF,Colorado Rapids,25,1992,31,31,2748,30.5,1,2,1,0,1,9,0,0.03,0.07,0.1,0.03,0.1,1.8,1,2.5,3.5,0.06,0.08,0.14,0.03,0.12,Matches,6217c92d
463,Andrew Putna,us USA,GK,Real Salt Lake,23,1994,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5ba8a3f3
464,Valeri Qazaishvili,ge GEO,FWMF,San Jose,25,1993,33,31,2710,30.1,10,4,10,0,0,0,0,0.33,0.13,0.46,0.33,0.46,9.4,9.4,4,13.4,0.31,0.13,0.44,0.31,0.44,Matches,c8c03e98
465,Yeferson Quintana,uy URU,DF,San Jose,21,1996,13,10,791,8.8,1,0,1,0,0,3,0,0.11,0,0.11,0.11,0.11,0.8,0.8,0.1,0.9,0.09,0.01,0.1,0.09,0.1,Matches,98ad6f3a
466,Darwin Quintero,co COL,MFFW,Minnesota Utd,30,1987,27,27,2392,26.6,11,12,10,1,1,3,0,0.41,0.45,0.87,0.38,0.83,7.4,6.6,8.8,15.5,0.28,0.33,0.61,0.25,0.58,Matches,0cc00553
467,Romell Quioto,hn HON,FWMF,Houston Dynamo,26,1991,32,25,2245,24.9,6,9,6,0,0,3,0,0.24,0.36,0.6,0.24,0.6,8.8,8.8,5.3,14.2,0.35,0.21,0.57,0.35,0.57,Matches,122e850d
468,Joel Qwiberg,se SWE,DF,San Jose,25,1992,5,5,374,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.04,0.04,0,0.04,Matches,d0c26016
469,Jukka Raitala,fi FIN,DF,Montreal Impact,29,1988,28,25,2291,25.5,1,2,1,0,0,2,0,0.04,0.08,0.12,0.04,0.12,0.4,0.4,0.4,0.8,0.02,0.01,0.03,0.02,0.03,Matches,67b054d1
470,Christian Ramirez,us USA,FW,Minnesota Utd,26,1991,20,17,1372,15.2,7,2,7,0,0,0,0,0.46,0.13,0.59,0.46,0.59,6,6,0.5,6.5,0.39,0.04,0.43,0.39,0.43,Matches,316d5521
471,Christian Ramirez,us USA,FW,Los Angeles FC,26,1991,7,3,262,2.9,2,0,2,0,0,0,0,0.69,0,0.69,0.69,0.69,1.5,1.5,0,1.5,0.51,0.01,0.52,0.51,0.52,Matches,316d5521
472,Rafael Ramos,pt POR,DF,Chicago Fire,23,1995,3,1,106,1.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f8ddf51c
473,Matthew Real,us USA,DF,Philadelphia,18,1999,3,3,234,2.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0.3,0.01,0.12,0.12,0.01,0.12,Matches,1c2c030a
474,Kristoffer Reaves,us USA,DF,FC Dallas,22,1995,2,2,167,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b3c6d9ad
475,Tommy Redding,us USA,DF,NY Red Bulls,21,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,47a3a74f
476,Eric Remedi,ar ARG,MF,Atlanta Utd,22,1995,13,12,1094,12.2,0,0,0,0,0,3,0,0,0,0,0,0,0.7,0.7,1.1,1.8,0.05,0.09,0.15,0.05,0.15,Matches,38e2cbd6
477,Yordy Reyna,pe PER,FWMF,Vancouver,24,1993,26,21,1871,20.8,6,9,5,1,1,9,2,0.29,0.43,0.72,0.24,0.67,6,5.3,6.8,12,0.29,0.33,0.62,0.25,0.58,Matches,eec316d9
478,Tosaint Ricketts,ca CAN,FWMF,Toronto FC,30,1987,18,4,611,6.8,3,0,3,0,0,1,0,0.44,0,0.44,0.44,0.44,4.8,4.8,0.6,5.5,0.71,0.1,0.81,0.71,0.81,Matches,54769358
479,Liam Ridgewell,eng ENG,DF,Portland Timbers,33,1984,13,13,1084,12,0,0,0,0,0,2,1,0,0,0,0,0,0.2,0.2,0.2,0.4,0.01,0.02,0.03,0.01,0.03,Matches,7c9e057e
480,Nick Rimando,us USA,GK,Real Salt Lake,38,1979,33,33,2925,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cf975d73
481,Alexander Ring,fi FIN,MFDF,NYCFC,26,1991,30,29,2607,29,2,0,2,0,0,10,0,0.07,0,0.07,0.07,0.07,1.1,1.1,1.6,2.7,0.04,0.06,0.1,0.04,0.1,Matches,6c1221d6
482,Carlos Rivas,co COL,FW,NY Red Bulls,23,1994,5,3,265,2.9,2,0,2,0,0,0,0,0.68,0,0.68,0.68,0.68,1.5,1.5,0.1,1.6,0.51,0.02,0.53,0.51,0.53,Matches,02832bd0
